station	lat	lon
1048	121.417552	31.202784
1049	121.428754	31.202859
1050	121.440554	31.208208
1051	121.450434	31.213992
1052	121.464494	31.220991
1053	121.48116	                 31.222033
1054	121.489485	31.224674
1055	121.4939	                 31.234005
1056	121.490893	31.24483
1057	121.488739	31.250301
1058	121.489997	31.257185
1059	121.495112	31.264919
1060	121.50058 	31.273946
1061	121.508339	31.28089
1062	121.51305	                 31.288214
1063	121.516743	31.295352
1064	121.521091	31.303618
1065	121.520633	31.308746
1066	121.514701	31.318613
1067	121.513177	31.327743
1068	121.513188	31.334451
1069	121.513168               31.339548
1070	121.539425               31.353601
1071	121.54928               31.351489
1072	121.562971               31.352622
1073	121.575017               31.353223
1074	121.590411               31.351311
1114	121.108972	31.304981
1115	121.123995	31.302118
1116	121.156828	31.294652
1117	121.168602	31.294335
1118	121.18725 	31.291581
1119	121.206771	31.29994
1120	121.232625	31.337944
1131	121.24401	                 31.397409  
1132	121.234426	31.383195
1133	121.251801	31.351371
1134	121.26104 	31.335744
1135	121.28343	                 31.325402
1136	121.306787               31.306484
1137	121.329748	31.303357
1138	121.355937	31.287647
1139	121.371318	31.282825
1140	121.382499	31.277205
1141	121.396412	31.274596
1142	121.410075	31.268278
1143	121.413834	31.256497
1144	121.41754	                 31.248068
1145	121.4241	                 31.244107
1146	121.430091	31.236727
1147	121.4371	                 31.226732
1148	121.441394	31.208906
1149	121.442314	31.201202
1150	121.448026	31.185365
1151	121.459229	31.179259
1152	121.464914	31.17265
1153	121.466	                 31.166117
1154	121.487012	31.159351
1155	121.517551	31.148698
1156	121.529691	31.152393
1157	121.54554	                 31.157148
1159	121.577365	31.164663
1160	121.599723	31.159221
1161	121.59839               31.138128
1162	121.617199               31.130439
1163	121.667959               31.141263
1220	121.362461               31.131634
1221	121.380349               31.137452
1222	121.39185               31.140888
1223	121.391919               31.155826
1224	121.39725               31.16035
1225	121.410553               31.164033
1226	121.419647               31.166985
1227	121.433143               31.168344
1228	121.444383               31.169458
1229	121.452958               31.172672
1230	121.457064               31.184379
1231	121.463278               31.194057
1232	121.460704               31.20282
1233	121.458741               31.215148
1234	121.459971               31.229853
1235	121.458699               31.241883
1236	121.471543               31.242307
1237	121.482321               31.243815
1238	121.498158               31.25016
1239	121.507619               31.25424
1240	121.513088               31.257938
1241	121.523697               31.26457
1242	121.532352               31.268574
1243	121.544692               31.275213
1244	121.552655               31.279788
1245	121.561315               31.280779
1246	121.579124               31.282533
1247	121.588365               31.280684
1248	121.60296               31.280092
1249	121.615477               31.279823
1250	121.626863               31.280231
1251	121.638629               31.263141
1321	121.319308               31.240986
1322	121.335156               31.241152
1323	121.355141               31.242553
1324	121.367275               31.237625
1325	121.381948               31.232235
1326	121.394431               31.231752
1327	121.413201               31.232147
1328	121.423576               31.230509
1329	121.430504               31.234346
1330	121.438272               31.24086
1331	121.44483               31.244282
1332	121.458699               31.241883
1333	121.462366               31.236451
1334	121.459971               31.229853
1335	121.464363               31.220056
1336	121.475182               31.216367
1337	121.477256               31.20952
1338	121.481592               31.197572
1339	121.484313               31.182789
1340	121.488524               31.174008
1341	121.496326               31.170511
1342	121.510868               31.172646
1343	121.526567               31.176276
1344	121.540189               31.179295
1345	121.552017               31.180131
1346	121.558194               31.175095
1347	121.566414               31.16911
1348	121.583109               31.175759
1349	121.602465               31.178862
1350	121.614363               31.183476 
1351	121.629182               31.18913
1421	121.297006               31.267488
1422	121.297006               31.267488
1423	121.33086               31.263059
1424	121.345697               31.259195
1425	121.362396               31.256392
1426	121.371949               31.255566
1427	121.384162               31.253278
1428	121.397036               31.250733
1429	121.407219               31.250767
1430	121.414541               31.245059
1431	121.417701               31.239302
1432	121.430504               31.234346
1433	121.436157               31.227303
1434	121.446533               31.223231
1435	121.472904               31.223898
1436	121.479182               31.227392
1437	121.487426               31.228005
1438	121.502129               31.238259
1439	121.512412               31.238532
1440	121.519302               31.240308
1441	121.531016               31.241318
1442	121.540104               31.24394
1443	121.551506               31.250728
1445	121.571153               31.250969
1446	121.577995               31.241028
1447	121.591014               31.233998
1448	121.600336               31.237064
1449	121.61543               31.241645
1450	121.629016               31.242092
1451	121.635087               31.249419
1521	121.450713               31.023953
1522	121.443203               31.039147
1523	121.431901               31.062815
1524	121.42175               31.083214
1525	121.417897               31.090625
1526	121.41876               31.099727
1527	121.433059               31.103839
1528	121.440912               31.111705
1529	121.437804               31.124364
1530	121.435806               31.131552
1531	121.42899               31.144257
1532	121.430041               31.154579
1533	121.419647               31.166985
1534	121.418064               31.174791
1535	121.413905               31.184345
1536	121.406405               31.19155
1537	121.398372               31.198863
1538	121.404058               31.211158
1539	121.39632               31.225254
1540	121.394431               31.231752
1541	121.396997               31.243301
1542	121.397036               31.250733
1543	121.400926               31.262693
1544	121.392094               31.275647
1545	121.392217               31.284509
1546	121.384813               31.291558
1547	121.380346               31.299263
1548	121.380872               31.308218
1549	121.381765               31.320184
1550	121.373009               31.344594
1621	121.557634               31.203575
1622	121.583109               31.175759
1623	121.593152               31.153259
1624	121.606895               31.110038
1625	121.611239               31.077797
1626	121.617494               31.054919
1627	121.64898                 31.045561
1628	121.721793               31.055337
1629	121.761677               31.053828
1630	121.7938                   31.026448
1631	121.85052                 30.959264
1632	121.910851               30.923519
1633	121.929583               30.907245
1721	121.31891                 31.193987
1722	121.29304                 31.191678
1723	121.278645               31.186328
1724	121.253976               31.178101
1725	121.241668               31.175518
1726	121.223916               31.164099
1727	121.192279               31.161247
1728	121.151665               31.161221
1729	121.12567                 31.158925
1730	121.096889               31.160467
1731	121.082134               31.13446
1732	121.048989               31.100594
1733	121.019534               31.098544
1821	121.596083               31.037305
1822	121.588988               31.054396
1823	121.58596                 31.07186
1824	121.580589               31.091115
1825	121.570547               31.102554
1826	121.567613               31.114129
1827	121.567306               31.134239
1828	121.570914               31.158131
1829	121.566414               31.16911
1830	121.561355               31.182762
1831	121.559226               31.191158
1832	121.557634               31.203575
1833	121.550998               31.221002
1834	121.548664               31.22751
1835	121.543527               31.235851
1836	121.540104               31.24394
1837	121.53116                 31.253815
1838	121.526701               31.259038
1839	121.523697               31.26457
1840	121.518379               31.274946
1841	121.515793               31.283664
1842	121.510024               31.289276
1843	121.499529               31.296349
1844	121.496332               31.307672
1845	121.49556                 31.321705
1846	121.491482               31.332062
4101	121.512272               31.061427
4102	121.527389               31.056108
4103	121.530323               31.047956
4104	121.530591               31.040993
4105	121.532093               31.03039
4106	121.524558               31.025245
